Promoter Name	Absolute-Plus-1-Position
leuVp2	4606273
nhaAp1	17458
yhcCp8	3354235
ftsKp1	933138
clsCp	1106292
astCp2	1832044
rpsTp1	21210
yggCp1	3074756
clpAp1	923080
sltp7	4630700
arcBp	3353049
leuDp4	79594
yaaIp2	11938
gadEp4	3658062
yheOp1	3476506
cyoAp	451653
holEp4	1925029
enop1	2908674
glcAp12	3121321
ydeIp1	1624516
galRp	2976569
yodBp15	2042176
yaiYp6	399547
ymdAp9	1105412
aaeBp7	3388236
fimEp	4541871
gloBp5	234926
rhsDp8	523066
pinEp1	1209527
hupAp	4200176
hemLp1	174902
ompFp2	987092
yffQp3	2563409
xylEp1	4242270
caiTp	42037
corAp	4001194
dnaKp3	12144
ynfAp4	1655699
cmrp1	883649
yjeVp	4392736
yeeXp4	2079417
clpAp3	923210
gntTp1	3546405
sibEp	3195240
glpQp	2351124
yabIp	71271
gatZp	2176432
ptsGp1	1157766
gcvRp2	2599806
idip7	3032943
glmUp1	3915223
ihfBp	963749
asnBp	699222
dnaQp2	236017
yjaBp	4214156
yfjMp3	2765985
rhaSp	4097711
ypdIp1	2494494
pldBp6	4009014
inaAp	2349499
ffhp	2747853
ybjLp10	889941
ydiNp6	1772409
yihAp9	4050985
cydAp2	771284
slyXp4	3477431
dsbCp	3038834
sraGp	3311183
proCp	405686
accDp	2434015
srmBp4	2712876
atoDp	2323412
gspAp3	3455495
micFp2	2313084
gltAp1	754767
tdcRp8	3267254
phoBp	417101
ampGp5	453627
yagNp5	295663
tigp2	455122
ugpQp1	3588300
yciTp	1344510
ydgAp	1689794
damXp	3517600
rrsCp1	3941516
nagCp2	702008
hicAp2	1509275
nupGp	3105651
yadDp3	146898
ymfJp9	1202259
marRp	1619093
ycgNp3	1228808
yfiRp3	2741822
mglBp2	2240566
ptsGp2	1157626
yjfZp7	4427526
yhfKp	
mutYp2	3102911
dapDp	185977
trpSp	3513697
ycgNp1	1228683
ygbLp5	2863537
ycgVp9	1256110
carAp2	29619
nikAp2	3613439
oxyRp2	4158457
rpsFp	4425025
gudDp1	2919513
hscBp	2659524
cueOp	137045
sdsNp1	1996921
appCp	1037710
ydfHp	1628326
ahpCp2	638693
rpep	3515153
yqeKp12	2990570
rpoSp1	2867567
ycaLp8	960143
yhiDp1	3656110
yedIp2	2029461
trkGp7	1423671
ydePp	1586664
nudIp3	2364525
deaDp1	3307909
fumCp2	1686709
ydeEp1	1621304
speDp	135717
yddEp5	1535869
fdhEp1	4081361
gatR_2p	
astCp3	1832039
trxAp1	3965647
yqgAp1	3109534
yfdXp	2494433
pckp	3532679
ygeVp	3005847
feaRp2	1447309
ygeAp5	2980803
hslJp	1441780
yjcDp6	4278318
yaiSp12	384701
ansPp2	1526020
ybhCp	807321
tfaEp6	1209189
yjiSp3	4571705
yhbYp	3327759
dgtp1	179196
xapBp3	2524375
aroHp1	1788318
hchAp2	2035630
potDp6	1182850
yfdPp6	2473536
yhbXp6	3321651
gadEp3	3657800
lgtp	2966121
phoUp2	3907646
rpoEp1b	2710393
ymfJp6	1202213
glnBp1	2687441
yiiSp	4112869
frep2	4026485
ydiVp	1792087
lonp	458815
dtpDp5	742622
gntRp3	3578862
plsYp5	3204533
mutMp	3811175
yghTp10	3134016
ulaRp5	4418562
ibaGp2	3336886
yjeFp3	4394035
fucAp	2933854
ygbIp5	2861441
mlrAp9	2214785
uidRp	1697075
ynjIp	1844900
gptp	255914
tdcRp7	3267228
yafLp6	246641
rsmIp8	3293553
hinTp1	1161821
ydjOp4	1813348
yiaUp8	3751986
rpmHp2	3884237
yhcFp4	3366843
yicOp10	3843921
yqgBp1	3086250
yidEp6	3866390
mqsAp9	3168371
ybiXp2	839274
pykFp	1755467
acpSp2	2701137
dldp6	2222152
hnsp	1292958
yjjKp11	4630566
azoRp1	1482873
mreBp2	3401193
pdxBp	2437884
ispGp4	2641950
mtnp2	179183
pitBp	3136403
yhaJp4	3254280
yhiMp9	3634783
aatp5	927460
cspHp12	1051284
rpmEp1	4126854
ttcAp5	1411985
glgSp2	3192002
azuCp	1988001
rodZp1	2642932
yhjRp5	3696356
yadDp4	146959
torTp7	1056207
sxyp	1021083
ssnAp	3018950
ybeRp7	676560
metCp	3152075
yoaBp4	1893359
lolCp6	1175374
cvrAp6	1242164
sfsBp	3334858
yfbLp10	2385805
ybjEp5	915077
yhjRp13	3696375
exuTp2	3245002
mngBp2	767795
aroDp	1774571
ldtDp	980931
yjjJp4	4621716
metKp	3086577
nanYp1	4505266
phoUp	3907665
yfeRp1	2527039
yfiLp10	2741355
cspGp	1051305
prpRp	348471
narKp2	1277821
pyrEp4	3815985
ihfAp4	1795721
rfcp11	2107444
tabAp5	4474783
yhcMp1	3380156
msrBp6	1862464
ykgBp3	318376
cnup8	1704864
ycfZp6	1181346
qseBp2	3169749
efpp	4375567
ychEp8	1298452
yraHp6	3287291
rnep4	1144421
ucpAp1	2544664
gltBp2	3354509
malPp	3552510
argDp	3490221
rhsBp3	3619074
thrSp	1802733
pheUp	4362627
fliDp1	
gmkp	3821388
yahMp5	345336
alaEp	2799084
garDp	
ydcKp8	1500640
ycaMp2	947120
ygfSp5	3029164
ihfBp2	963749
dcuDp1	3374766
moaAp1	816827
yajOp	
gfcDp3	1048118
yjgMp10	4479671
dacCp	880653
yhiJp6	3632595
ydcJp11	1495154
ftsZp4	104636
ycgYp1	1245083
clpXp	457202
opgDp8	1496655
waaQp	3808180
ydhLp3	1725932
gfcAp	1050702
yihUp4	4073634
treRp3	4467279
ybcLp2	570847
hyfAp	2601171
grxBp	1124103
yqhCp1	3155384
bssSp1	1121058
yjcEp7	4279835
zntBp	1408024
rrsAp2	4035356
mppAp4	1393204
bamCp	2599014
ompRp2	3536685
yfeYp	2551243
tpxp	1388844
mppAp13	1393121
ydiYp12	1806170
hupBp1	461442
valSp2	4483919
nikAp1	3613628
qmcAp	515823
fnrp	1399552
dicCp	1647876
yafUp	
gatYp	2177234
leuQp	4606432
rlmIp4	1030001
emrKp	2483448
galPp	3088255
tisBp	3853337
insLp5	2514322
betAp5	327261
agrAp	3648063
murQp1	2545733
yfiRp5	2741762
malKp	4246736
ecpRp	311393
yraHp9	3287401
yjbBp	4227602
smrBp6	2448436
relAp1	2913829
gapAp1	1862735
pphBp1	2859737
gapAp6	1862247
kblp	3792577
mnmGp2	3925674
accAp1	208411
treRp2	4467275
sodBp	1735323
ftsXp4	3602256
idip5	3032938
rsdp1	4196954
rpsAp1	961717
yecMp3	1959872
pyrGp	2909713
fbaBp	2178667
agaSp	3281889
yqeGp8	2985819
pssAp	2722668
hfqp1	
ybiIp6	838484
ybgCp5	774709
adiCp7	4337202
aaeRp10	3389381
ppkp6	2622990
yfcZp	2460979
yhhMp4	3605634
pldAp	4004814
pbpGp7	2224941
ykgLp1	311939
yidLp	3860253
gpmMp1	3785235
ygfUp6	3031189
thrLp	148
yhjEp8	3674637
lacZp3	366358
dksAp2	160657
gntXp	3544667
hsrAp4	3940643
canp	142703
ptsHp3	2533507
degQp	3380698
mntRp6	853080
litp8	1198590
prcp1	1915027
ftsAp1	103561
yqeIp8	2988415
rlpAp7	665213
tdcRp4	3267221
ldrAp8	1269477
lysUp2	4354797
kdsCp3	3341719
ybeQp10	676624
metJp1	4128558
yciUp6	1307349
grpEp	2750747
glnWp	
menBp	2376887
ybjSp3	906898
cpxRp2	4105686
yjdKp3	4352390
hemHp	498031
adiAp	4340556
mtnp	179183
yibNp	3785195
yfeCp	2518407
astEp3	1827069
lacYp	
mglCp9	2237923
osmFp1	2219523
ynfEp	1658003
actPp	4284935
fkpAp1	3477525
lptBp	3343396
ybbJp1	515077
rlmDp	2915043
yzfAp2	4448294
gntKp	3577645
nrdDp	4462838
mqop1	2306924
alsEp2	4308664
yaePp	214187
pgpBp4	1339235
glnLp	4056371
dnaNp3	3882562
yeeNp4	2056792
tonBp	1311054
atpBp2	3922134
ygjIp1	3226142
ymdAp5	1105225
thyAp2	2965348
ytfIp4	4437673
leuUp	3322278
cysJp	2891964
insC-5p	3186040
ybeUp5	679465
ispUp2	194901
mdtKp9	1743375
accBp1	3405140
yciEp6	1315238
waaZp	
dksAp3	160751
ghoSp	4352549
xerDp	3039851
sdhEp	3041099
yjjQp	4603319
cyaAp	3990999
greAp1	3328864
rybBp	888057
caiEp3	35499
hypBp	2850839
nsrRp	4406044
ftsQp	102867
lysPp	2248560
paaJp3	1460644
cpxPp	4105785
argOp	3068836
yciBp3	1313055
aroPp1	121671
nagCp1	701865
ynfMp5	1669633
yhfGp	3491648
nagAp	703175
yihOp3	4065971
topAp4	1330818
rpoSp3	2867654
yfgFp	2629031
rydBp1	1764930
yccTp	1027837
proPp1	4330320
zurp6	4260141
ynaKp10	1425219
psdp	4390638
phnCp	4325206
yraRp1	3299012
rraAp	4119358
pyrLp1	4472745
cldp6	2098375
yidQp	3867544
gltXp2	2520776
ycaLp1	960132
mutHp7	2969614
gltIp1	687896
ppiDp2	461819
yjjLp5	4594737
cspHp15	1051307
rpsTp2	21120
clpSp	922751
insAp13	4518442
yghTp4	3133977
yfeOp1	2509453
manAp	1688551
hlpAp	200455
ydhSp6	1747082
fliFp2	2013205
xapBp1	2524251
gcvBp	2942696
gcvPp	
ndkp4	2644960
ubiXp	
yfdYp5	2495333
rrlBp	
plsXp	1147577
sapFp5	1352657
leuEp	1880800
insLp5	15380
yebSp5	1916119
ttdRp	3206380
rpsBp	189712
ydcAp7	1491653
dpiBp2	652172
grxCp2	3784576
cydAp4	771213
ybeQp8	676639
rfep	3967800
hptp	141360
mglCp5	2237858
yohDp2	2225763
argAp	2949156
trxBp	932078
rprAp	1770372
nuoNp1	2391717
galMp4	788898
pflBp5	953925
fruBp	2263597
mrcBp	164721
sohBp2	1329301
yggEp1	3068126
araFp1	1986238
argCp	4154885
yffSp4	2564400
osmCp2	1556606
argGp	3318562
ytfIp9	4437702
pdeLp1	332039
ydhQp	1746202
ptsHp2	2533601
leuLp1	83735
arpAp8	4222513
sdiAp1	1996917
purAp	4404664
selCp	3836198
cspIp1	1638812
dcdp	
cecRp	830669
appYp1	583567
yeaLp	1874323
ygjHp4	3221264
sugEp	4376794
mprAp	2810747
livKp2	3597730
gssp	3138610
yobBp8	1925209
cysKp2	2532344
yggNp2	3101744
rpsUp3	3210735
btuDp	1793583
mmuPp7	275285
ttdAp	3206424
yaeQp	214280
rsgAp12	4391566
hxpBp	1809326
ybgEp4	774150
yfiRp	2741824
uspCp4	1979668
dmlRp3	1881855
sroHp	4190487
bcsEp11	3696395
ampHp1	396363
oppAp2	1300916
yihFp6	4044131
glrKp	2691123
gadWp1	3664651
yebEp	1929732
yifLp	3994492
purTp5	1930719
sbmCp2	2081303
yobFp2	1907617
ompNp6	1437058
citCp1	651952
ygiZp3	3172253
opgGp1	1109278
waaUp5	3799424
yahNp5	346435
insHp4	2067511
rhaTp	4100566
yeeEp	2085552
ybfHp	716641
potFp2	893634
yadNp7	157055
yebVp2	1921715
glnBp2	2687503
yfaEp1	2348341
ompAp1	1020191
dtpDp6	742623
csgBp2	1103859
ogtp	1400284
ycfTp11	1175329
rdcAp2	4327064
ungp	2716738
pdxIp1	1474188
ruvBp3	1945452
bluRp	1214113
ynjEp	1839440
ycdTp	1092841
xanPp4	3828919
dutp	3813852
ribAp2	1339234
nudEp1	3526186
yahEp	335739
spfp	4049899
ecop5	2303797
gadBp	1572072
ygiZp	3172323
bdmp	1556340
elfDp1	998321
yiiGp8	4086881
yjiYp	4591367
rlmLp	1007672
ivyp5	240329
pyrGp2	2909717
rcnRp	2185903
pfkAp3	4107522
paaAp	1453865
oxySp	4158394
pinEp3	1209672
ydcNp5	1506154
yjiKp9	4563734
fabAp	1016498
opgDp9	1496776
aaeRp	3389496
mazGp4	2910860
patDp3	1515415
yfcVp8	2455688
metKp2	3086577
fucPp	2934119
yraQp3	3298174
sdhCp	754958
yaiZp6	399444
ydiMp1	1770930
ompWp	1313991
matPp	1018459
pyrDp	1004732
ybhDp2	800709
yhjRp	3696364
mqsRp2	3168562
yfcVp9	2455654
ybaLp	503295
pepQp	4031147
oppBp	1302806
rsmCp1	4607868
rhaSp2	4097711
gpmAp2	787670
ptrBp	1928865
cobUp1	2065874
csdAp3	2943207
sodCp	1724679
cbpAp	1064037
yfjHp3	2758660
ybjXp	919103
ykgMp	312805
ybeLp	674993
ppsAp	1787161
yadVp1	156235
rfaHp4	4024873
ycaKp4	949574
csgGp1	1101755
yebWp3	1921957
xanQp3	3024260
yraQp4	3298207
sfsAp	161515
panCp2	148920
sibBp	2153646
nudEp6	3526246
nanYp2	4505260
ybaNp6	490873
rapAp3	63588
gadEp2	3658345
puuPp	1359373
dsbAp	4043377
znuCp	1942634
yhbUp7	3301279
yebWp6	1922084
dctAp	3683498
uvrBp3	813152
xapAp2	2524910
glpRp2	3560756
yciEp2	1315397
ybeRp6	676637
ytfLp3	4441321
rirAp	3808238
fadEp	243406
sfmCp5	558803
yfiMp2	2724033
ornp5	4391584
ydhCp6	1739878
mltDp4	233982
rplLp	
nhaBp7	1234767
ibaGp9	3336954
feoAp	3540057
yqjGp2	3250974
ridAp	4470946
otsBp1	1982465
uxaCp2	3244857
tarp	1972716
yjaAp4	4213120
rutAp	1074026
ybiTp	855947
lsrAp	1601460
yeiQp5	2266164
ykgDp3	320116
mdhp1	3384313
rayTp8	247624
prlCp	3645238
rdlDp	3700136
ycgJp5	1226478
setBp3	2263836
yjfPp5	4416935
yegWp	
ryeAp	1923064
ynfMp4	1669630
pgip	4233722
yiiQp4	4112312
yjhGp3	4524140
yqjFp3	3250472
pflBp3	953741
sstTp	3239863
spyp	1825688
yeeOp7	2059722
tcyJp	2000410
yggMp3	3099593
mlcp2	1668591
gabDp1	2791172
malXp	1699313
yfgMp2	2639402
yhjXp5	3712060
yejGp2	2278397
istR-2p	3853257
bdcAp	4474064
rseAp3	2709632
matAp7	311482
pptAp7	1532858
ydcJp10	1495133
rnpBp	3270592
amiCp7	2949066
yadNp8	157031
ymdAp7	1105330
ytfIp11	4437617
rnkp6	644055
yccXp5	1029980
groLp3	4370976
selUp5	531362
rcsBp2	2315975
yibBp6	3793834
nanSp1	4537703
pflBp4	953851
ygcWp11	2900409
ryfDp	2734295
nanAp	3373620
ycfJp3	1167407
ychOp	1273760
ribCp5	1743458
yggIp3	3089659
ispUp1	194784
ybgSp1	785339
yghAp5	3149483
yfcIp8	2423614
rrsGp2	2731332
rlmFp1	842192
sfsBp3	3334855
yhiDp8	3656039
yqhAp8	3149498
yebGp	1930765
yhgEp9	3532538
dcuAp1	4366843
idip4	3033039
htgAp1	10644
yfdFp9	2462982
ybfAp7	729037
gspCp3	3455531
gpsAp8	3783681
slpp	3653936
ycaIp6	964105
gstAp	1714327
ybhHp8	800552
fimBp3	
yceMp4	1126604
soxRp	4277447
yajCp	427205
ybeQp5	676572
ytfJp	4439286
rfaHp5	4024965
ytfIp10	4437671
yoaFp10	1877722
cbpAp1	1063833
ftsXp3	3602252
yiiEp7	4079096
ydhCp1	1739855
gnsBp	1637846
yibTp5	3776420
cbpAp4	1063919
nudCp2	4196719
tnaCp	3888411
yfeCp3	2518384
epdp2	3073823
rppHp	2968993
pgaAp	1092523
narWp	1538687
ptrAp	2959011
yeiWp7	2265413
rnbp1	1349129
pdeRp	1346843
mobAp1	4042030
nadCp	118663
yrfFp12	3526403
rsxAp	1705755
lptAp2	3343299
gntTp3	3546449
serTp	1031719
ymiAp	1335090
cspBp	1641715
flup2	2071503
rrsBp	4166367
ybgIp2	742798
yqfAp9	3043256
frlRp1	3504043
ygiLp4	3185311
tppBp	1712671
galEp	792081
yfaPp4	2328199
yqiJp7	3192054
sppAp6	1848711
ftsPp1	3162851
talAp	2578608
fliCp	2003676
fimBp2	4540667
ybiUp5	859100
recQp2	4005833
yciNp9	1330757
gorp	3646112
yciAp8	1312414
hisJp	2426837
clpSp6	922750
hokAp6	3720810
ygiVp3	3169291
rpmFp	1147338
pgpBp5	1339193
ydfAp8	1648438
sspAp	3377569
speCp	3109175
metJp3	4128466
ruvBp1	1945366
ybcJp5	557006
dxrp3	193335
fepAp	612667
ytfFp5	4433148
yjhBp2	4504020
asnSp	989044
ydaSp3	1420170
dapEp	2591560
yghDp2	3111211
yncLp4	1517246
bhsAp	1169033
hyaAp2	1031984
tsaDp3	3210568
yecTp	1961935
degPp	180845
cpdBp	4436629
yiaBp1	3727797
yeiIp2	2251653
hybOp1	3146363
yfeZp3	2551921
csiRp5	2795643
xdhAp1	3000257
valUp	2520924
uvrYp2	1995406
pppAp3	3114479
mutSp	2857019
yqjFp4	3250475
ubiDp8	4024809
yghFp	3112899
rnep3	1144873
frdDp1	4379473
rrlEp	
grxBp2	1124102
ilvIp4	85420
dnaXp	492056
mgtSp	1622588
yaiOp5	380973
ilvYp1	3957867
envRp13	3413601
ampGp4	453686
sbcDp	416977
ampD	118703
mlaFp3	3340102
ygiDp2	3182561
ftnBp1	1986775
yniBp	1809263
alxp5	3238371
yceFp7	1146628
ygfKp	3015992
ybhNp5	822648
mntHp	2512734
tatEp3	658871
yneEp5	1609182
mlcp	1668591
allDp	546411
cedAp	1813742
ymfDp7	1197661
yeaQp3	1879360
ybdJp2	606405
rsmHp1	90010
yjgBp5	4496266
aldAp	1488190
msrBp5	1862584
purUp3	1288751
yacCp	136940
ibpAp	3867518
impp3	57336
micLp1	1958747
yciEp7	1315321
ydjMp	1810170
yaaAp3	6587
rpsJp	3453442
yoaHp1	1894933
yebQp4	1910157
yjfYp2	4424828
yqiCp1	3184831
ygaMp	2800121
nlpAp	3840017
ryjBp	4527977
yhhZp5	3581758
topAp1	1330980
wzap1	2137583
rtcAp6	3556948
opgDp4	1496645
yjfZp8	4427517
mokBp3	1492305
osmBp2	1343369
ldrCp4	1270546
dapBp2	28288
yihUp2	4073596
yejGp8	2278446
tldDp7	3392184
ymdBp	1105803
mcrAp7	1210139
bolAp2	454349
dinJp	246615
ompLp1	4064479
ogrKp5	2167548
pcnBp1	159151
ycaLp9	960238
gstBp	880519
frlRp2	3504033
mfdp1	1174028
rplUp	3333516
fhuFp2	4605752
pdxJp	2701813
insHp5	689212
rfbXp8	2109716
damp2	3515982
katGp	4133812
hemBp	389754
pykAp2	1937494
baxp5	3737221
yadSp6	177700
rpoDp2	3212637
uidAp	1696152
mlcp1	1668603
dnaAp2	3883882
yhdVp9	3418196
bhsAp8	1168981
ytfKp2	4439413
yrfFp10	3526425
fdnGp	1547372
yaeRp3	211858
lpxMp4	1940228
sdsRp	1923207
rsmEp4	3091068
cbrAp6	3869314
pstSp2	3911568
yeaIp5	1870364
alxp4	3238370
bglXp	2222120
alaXp4	2518306
yecDp4	1950778
ydhTp1	1749569
yfcIp7	2423712
ycgZp	1215752
ydeNp	1582554
ftsKp2	932929
gadAp	3667607
sanAp3	2232684
csrAp3	2819273
enop6	2908018
sodAp	4100759
ypfGp4	2582880
cblp	2060941
pgpBp7	1339308
dtpDp8	742670
metNp	222714
csqRp	4074641
folDp	557781
serCp2	957579
grxAp	890776
mdtKp10	1743269
insNp	
ssbp3	4274011
ybjMp4	889940
gnsAp1	1052004
nemRp	1726021
sdiAp2b	1996893
yiaAp	
ygjQp4	3236365
ybaNp8	490857
ubiDp9	4024970
yfaEp2	2348338
selDp1	1848024
nrdHp	2800656
csrAp4	2819198
fldBp	3039822
aroHp2	1788384
gspCp2	3455527
csiDp	2788927
deoRp	
topAp2	1330883
argUp	564703
yfbNp1	2388587
gadCp5	1570527
ydiHp3	1765147
uspCp9	1979591
yliEp6	872969
yohJp4	2230493
higAp8	3234341
ynbAp3	1477462
yihLp4	4060419
zinTp	2041346
ymfJp10	1202184
ybgAp2	738920
ycjMp4	1370003
yghTp5	3133968
feaBp2	1447370
thrWp	262841
rrsDp	3429047
xylEp8	4242260
yjgAp11	4458046
exbBp	3152014
rrsAp1	4035239
yajQp	444658
putPp5	1079291
yghTp14	3133915
qseBp1	3169801
ddpXp1	1563107
cvpAp2	2430770
ygbKp	2862197
yeaRp	1879994
ynfCp9	1657547
elfAp7	997808
plaRp	3742618
yciWp	1350132
fabIp	1351121
marCp	1618941
glcAp10	3121364
osmEp2	1822283
thiIp	441468
yehEp7	2192880
fsrp9	504855
yfhLp	
hscCp5	683482
rlmAp9	1907086
ygaZp8	2809595
aceBp	4215402
mcrCp5	4578062
topAp3	1330848
yjdLp4	4356507
clsAp	1308673
yghUp	3138700
moaAp2	816914
nlpDp2	2868782
preTp	2233989
ybdMp2	635555
nlpCp3	1792827
ygjQp3	3236399
htrEp1	155518
dinBp	250880
yhgFp2	3537176
pdeLp3	332043
selDp2	1848029
cusRp	595462
guaBp	2634107
rfbAp	
fhuFp1	4605694
gadXp	3665839
arcAp1	4640508
mdtEp1	3659084
yggNp1	3101798
yeaMp1	1875648
ynhGp7	1758944
rimLp	1498743
dolPp2	3296072
tdcAp	3267093
ampGp6	453684
rrsEp2	4207971
secEp	4177177
ydeIp6	1624543
yfaYp	2363655
leuOp	84188
pepNp	990591
lipBp3	662399
ypjDp4	2747846
ameFp	2911051
yjcOp4	4297134
yiiMp5	4102753
idip10	3032970
cysKp1	2532377
ygaCp	2800590
ygiVp2	3169287
blcp	4377745
uidCp5	1692988
fadHp	3231624
paaXp	1463509
allSp	532300
rnlBp2	2766860
edap3	1932784
flgMp	1130165
ftsQp1	102867
ybdNp	636686
ompCp3	2312887
metGp1	2194269
ydgHp5	1678377
vesp	1824984
queFp	2925321
azoRp8	1482991
serWp1	926043
metZp	2947382
flKp	2437912
fabBp	2441641
yrdBp1	3430062
tldDp6	3392075
yciNp11	1330790
ybcKp1	568787
yebQp5	1910159
aidBp2	4414247
ibsCp	3057009
cnup10	1704812
bamDp1	2736006
ymgFp1	1218814
yfjWp5	2773285
rrsGp	2731448
cstAp1	629855
glpAp	2352583
slyDp5	3478540
hslVp	4122354
yaaXp4	5030
dcrBp1	3609767
pepAp3	4486101
rbnp	2381582
sadp5	1614799
dadAp3	1237538
mepSp1	2269920
mpaAp2	1390637
rnlBp1	2766707
lolAp	937328
alaCp	2498399
ygiDp3	3182429
oxcp10	2492130
iraPp2	401363
cirAp2	2246942
bdcRp4	4474096
ybaQp3	508174
lapAp	1340135
gapAp	1862735
hcpp2	914129
ypjAp8	2782822
lysRp	2978950
rfbXp7	2109718
mocAp9	3015056
hdeAp	3656791
proSp	218837
entDp1	610254
ddpXp2	1563201
yheVp1	3478985
ycjYp6	1392072
yddGp	1547205
mltDp3	234025
yodCp7	2028410
cyaAp1	3990790
kdgRp9	1910140
wzxCp5	2120337
oxyRp	4158457
yehRp	
acsp1	4287595
yecRp	1988200
glgCp3	3569571
cldp9	2098310
bsmAp	4416869
znuAp	1942661
uvrBp1	813493
flup1	2071474
racRp3	1420244
dgkAp2	4256608
cmoMp	973404
csgDp2	1103335
glxKp	
dinQp	3647982
yobBp5	1925364
yghQp1	3132593
yceIp5	1118641
yfjIp8	2758881
yciVp	1323188
hhap6	480503
mpaAp4	1390639
sgrRp	77338
rayTp1	247544
rplVp	2282440
yddJp9	1544763
rssBp	1290220
yfjHp2	2758663
ycaIp7	964238
gltIp2	
yeaOp3	1876822
metTp	697163
csrCp	4051036
bcsEp8	3696322
panDp1	146745
yjcOp3	4297330
yffBp	
ftnBp2	1986799
tolCp1	3178004
yehFp	2196445
rsmIp6	3293393
yqjAp1	3247548
yihLp2	4060253
alaSp	2822090
hchAp1	2035780
wrbAp	1067758
yrbNp2	3308698
ampHp2	396319
ydjOp10	1813255
lpoAp2	3293211
glgAp	3568392
recCp	2962507
glmUp2	3915326
lepAp	2707196
rndp	1888061
yrfFp6	3526274
rluAp1	60450
osmFp2	
appAp	1040599
yicHp	3830431
hrpBp2	162075
yjdLp1	4356462
copAp	511411
solAp	1120609
yceAp	1116772
ydjOp9	1813153
yagIp1	289192
exuRp	3246508
ybcJp4	556891
yeeAp6	2080661
trkAp	
yicOp1	3843957
makp4	410118
yccAp	1031443
ydcFp4	1487231
yhcAp11	3361978
ykfGp	
arrSp	3658054
yggMp1	3099757
gldAp4	4139046
cspHp9	1051330
hcaTp6	2667928
ydiYp6	1806217
nrdAp	2344755
ribAp1	1339190
ydcIp	1495134
leuLp2	84024
pepDp2	255776
dadAp1	1237509
ushAp6	504886
btuEp1	1794124
yhdNp	3439546
yddJp5	1544825
sydp2	2925369
mtgAp4	3349831
rsePp	196470
endAp1	3090327
srap	1556046
clpSp7	922912
tolBp3	777560
yedJp3	2033203
dnaAp1	3883961
htpGp2	495084
gltSp3	3828691
gapAp4	1862526
ydcLp6	1502445
yegRp	2168349
panZp7	3597958
adep7	3843930
pyrGp1	2909797
purUp5	1288753
insLp5	608056
hdap	
csiRp3	2795471
cstAp2	629864
crrp2	2535480
fldAp	711521
msrAp	4442261
parCp4	3166030
gpmAp	787632
yjjLp8	4594882
yebAp6	1941721
djlAp3	57268
puuAp	1360968
gntPp	4551334
ycjMp3	1370185
yaiOp6	380850
yqeCp5	3015234
pfkAp	4107474
tusAp7	3609020
treFp	3669551
ptsHp1	2533608
nudGp3	1841438
robp	4635353
yniAp1	1807719
yeiLp	2255290
prsp	1262177
yciEp	1315396
rtcRp	
insHp4	3130025
insA-5p	1979226
yfcEp	
ydhYp	1754642
alsRp1	4313132
lptFp5	4486188
ydbKp	1440831
yfeXp5	2550678
pdxHp	1718034
ygeWp1	3006224
ppcp	4153190
insHp3	689205
macBp1	920094
mutHp5	2969582
torSp5	1056182
bamAp1	197821
ybiOp5	845664
yjcBp	4275164
ptsHp5	2533498
rraBp1	4478384
yeaPp3	1877666
sthAp	4160802
yciTp1	1344544
tdcGp2	3259826
flhCp3	1977932
pfkAp2	4107474
waaAp2	3808256
aspCp	985743
asflhDp	1978176
lplTp3	2973939
acrDp	2587475
glyVp	4392313
arcAp6	4640688
tdcBp	
rrsDp2	3428940
endAp2	3090275
gfcAp1	1049834
yjaHp1	4200511
yjfKp	
yraHp7	3287364
decRp	468352
hdfRp6	3948160
yhhXp5	3581016
slyBp2	1719748
dusAp6	4261658
rpsAp3	961859
gntTp2	3546446
alaAp9	2407408
uvrDp2	3997971
yjbQp	4270214
raiAp	2737104
nrfAp	4287671
yebKp2	1936590
ydeAp	1616955
yhhAp4	3586919
trxAp2	3965687
yjeJp7	4374369
pqiAp2	1011659
glgSp1	3192012
fetAp	515903
cldp7	2098413
ilvIHp1	85600
zurp7	4260114
ybaMp3	490324
ycfTp9	1175325
allBp2	538986
yegJp8	2151051
yddBp6	1577666
ilvIp3	85453
yegIp7	2151077
btuBp	4163399
manXp	1901933
yrdBp4	3430088
ylbAp2	544056
ygjHp3	3221255
glkp2	2509461
tyrPp2	1989502
purLp	2695589
sokCp	16952
ompNp3	1437079
pflAp	951154
pstCp2	3910542
mtrp1	3305932
dsdCp	2477746
alaAp7	2407414
hemFp1	2553205
cohEp8	1202955
cyaRp3	2167114
osmYp	4611153
pagPp	656526
hokEp	607731
ysgAp	4016343
fieFp3	4106432
folEp	2243848
lpdAp	127717
relBp	1645903
ymdBp4	1105738
yahCp5	335068
lysOp	914895
epmAp	4382618
tfaQp6	1634956
ybcHp4	588070
C0293p	1196711
glnAp2	4058107
rimOp	878070
pfkAp1	4107522
ynaKp8	1425264
cytRp	4124509
fadRp1	1234905
relAp3	2913700
yfeKp	2537315
yibFp	3761975
leuOp2	84304
efeUp	1081307
argSp	1960001
yiaYp4	3757880
yfbOp6	2388539
yfjIp9	2758855
cueRp6	513974
yeiPp	2265417
yhdJp2	3411617
ilvYp2	3957867
yihQp8	4069363
crrpI	2535610
bglGp2	3906717
tmcAp5	2595938
yiaDp4	3716356
ysaBp1	3725902
idnKp	4494597
trpRp	4632704
ydjOp4	1813348
iraDp1	4556576
hicAp1	1509221
frdAp2	4382412
mgtAp2	4467280
