Experiment	sample_id	study	project_id	condition_id	rep_id	contact	creator	run_date	Strain Description	Strain	Base Media	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Temperature (C)	pH	Antibiotic for selection	Culture Type	Growth Rate (1/hr)	Evolved Sample	Isolate Type	Sequencing Machine	Additional Details	Biological Replicates	DOI	GEO	Published	SRX	Run	LibraryLayout	Platform
ecoli_00180	ica__leu_glcr__2	ICA	ica	leu_glcr	2	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	glucarate(4)	NH4Cl(1)	O2	sauer trace element mixture	leucine (10mM)	37	7		Batch	0.29	No		HiSeq 4000		2		GSE122295	1	SRX4993791	SRR8173238	PAIRED	ILLUMINA
ecoli_00181	ica__met_glc__1	ICA	ica	met_glc	1	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture	methionine (5mM)	37	7		Batch	0.74	No		HiSeq 4000		2		GSE122295	1	SRX4993792	SRR8173239	PAIRED	ILLUMINA
ecoli_00182	ica__met_glc__2	ICA	ica	met_glc	2	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture	methionine (5mM)	37	7		Batch	0.74	No		HiSeq 4000		2		GSE122295	1	SRX4993793	SRR8173240	PAIRED	ILLUMINA
ecoli_00183	ica__no3_anaero__1	ICA	ica	no3_anaero	1	Anand Sastry	Ying Hefner	12/23/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	KNO3(20mM)	sauer trace element mixture		37	7		Batch	0.35	No		HiSeq 4000		2		GSE122295	1	SRX4993794	SRR8173241	PAIRED	ILLUMINA
ecoli_00184	ica__no3_anaero__2	ICA	ica	no3_anaero	2	Anand Sastry	Ying Hefner	12/23/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	KNO3(20mM)	sauer trace element mixture		37	7		Batch	0.35	No		HiSeq 4000		2		GSE122295	1	SRX4993795	SRR8173242	PAIRED	ILLUMINA
ecoli_00185	ica__phe_acgam__1	ICA	ica	phe_acgam	1	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	N-acetylglucosamine(4)	NH4Cl(1)	O2	sauer trace element mixture	phenylalanine (5mM)	37	7		Batch	0.63	No		HiSeq 4000		2		GSE122295	1	SRX4993796	SRR8173243	PAIRED	ILLUMINA
ecoli_00186	ica__phe_acgam__2	ICA	ica	phe_acgam	2	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	N-acetylglucosamine(4)	NH4Cl(1)	O2	sauer trace element mixture	phenylalanine (5mM)	37	7		Batch	0.63	No		HiSeq 4000		2		GSE122295	1	SRX4993797	SRR8173244	PAIRED	ILLUMINA
ecoli_00187	ica__thm_gal__1	ICA	ica	thm_gal	1	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	galactose(4)	NH4Cl(1)	O2	sauer trace element mixture	thiamine (1uM)	37	7		Batch	0.34	No		HiSeq 4000		2		GSE122295	1	SRX4993798	SRR8173245	PAIRED	ILLUMINA
ecoli_00188	ica__thm_gal__2	ICA	ica	thm_gal	2	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	galactose(4)	NH4Cl(1)	O2	sauer trace element mixture	thiamine (1uM)	37	7		Batch	0.34	No		HiSeq 4000		2		GSE122295	1	SRX4993799	SRR8173246	PAIRED	ILLUMINA
ecoli_00189	ica__tyr_glcn__1	ICA	ica	tyr_glcn	1	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	gluconate(4)	NH4Cl(1)	O2	sauer trace element mixture	tyrosine (5mM)	37	7		Batch	0.57	No		HiSeq 4000		2		GSE122295	1	SRX4993800	SRR8173247	PAIRED	ILLUMINA
ecoli_00190	ica__tyr_glcn__2	ICA	ica	tyr_glcn	2	Anand Sastry	Ying Hefner	12/10/17	Escherichia coli K-12 MG1655	MG1655	M9	gluconate(4)	NH4Cl(1)	O2	sauer trace element mixture	tyrosine (5mM)	37	7		Batch	0.57	No		HiSeq 4000		2		GSE122295	1	SRX4993801	SRR8173248	PAIRED	ILLUMINA
ecoli_00191	ica__ura_pyr__1	ICA	ica	ura_pyr	1	Anand Sastry	Ying Hefner	12/23/17	Escherichia coli K-12 MG1655	MG1655	M9	pyruvate(3.3)	NH4Cl(1)	O2	sauer trace element mixture	uracil (1 mM)	37	7		Batch	0.27	No		HiSeq 4000		2		GSE122295	1	SRX4993802	SRR8173249	PAIRED	ILLUMINA
ecoli_00192	ica__ura_pyr__2	ICA	ica	ura_pyr	2	Anand Sastry	Ying Hefner	12/23/17	Escherichia coli K-12 MG1655	MG1655	M9	pyruvate(3.3)	NH4Cl(1)	O2	sauer trace element mixture	uracil (1 mM)	37	7		Batch	0.27	No		HiSeq 4000		2		GSE122295	1	SRX4993803	SRR8173250	PAIRED	ILLUMINA
ecoli_00193	ica__wt_glc__5	ICA	ica	wt_glc	5	Anand Sastry	Ying Hefner	10/17/18	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.63	No		HiSeq 4000		2		GSE122295	0	SRX5975758	SRR9204648	PAIRED	ILLUMINA
ecoli_00194	ica__wt_glc__6	ICA	ica	wt_glc	6	Anand Sastry	Ying Hefner	10/17/18	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.63	No		HiSeq 4000		2		GSE122295	0	SRX5975759	SRR9204649	PAIRED	ILLUMINA
ecoli_00195	ica__bw_delpurR_cytd__1	ICA	ica	bw_delpurR_cytd	1	Anand Sastry	Sibei (Julia) Xu	10/17/18	Escherichia coli K-12 BW25113 del_purR	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture	cytidine (1mM)	37	7		Batch	0.66	No		HiSeq 4000		2		GSE122295	0	SRX5975760	SRR9204650	PAIRED	ILLUMINA
ecoli_00196	ica__bw_delpurR_cytd__2	ICA	ica	bw_delpurR_cytd	2	Anand Sastry	Sibei (Julia) Xu	10/17/18	Escherichia coli K-12 BW25113 del_purR	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture	cytidine (1mM)	37	7		Batch	0.66	No		HiSeq 4000		2		GSE122295	0	SRX5975761	SRR9204651	PAIRED	ILLUMINA
ecoli_00197	ica__ade_glc__1	ICA	ica	ade_glc	1	Anand Sastry	Sibei (Julia) Xu	10/17/18	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture	adenine (100mg/L)	37	7		Batch	0.78	No		HiSeq 4000		2		GSE122295	0	SRX5975762	SRR9204652	PAIRED	ILLUMINA
ecoli_00198	ica__ade_glc__2	ICA	ica	ade_glc	2	Anand Sastry	Sibei (Julia) Xu	10/17/18	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture	adenine (100mg/L)	37	7		Batch	0.78	No		HiSeq 4000		2		GSE122295	0	SRX5975763	SRR9204653	PAIRED	ILLUMINA
ecoli_00199	ytf__wt_glc__1	yTF	ytf	wt_glc	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.69	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741941	SRR6781997	PAIRED	ILLUMINA
ecoli_00200	ytf__wt_glc__2	yTF	ytf	wt_glc	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.68	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741942	SRR6781998	PAIRED	ILLUMINA
ecoli_00201	ytf__delyafC__1	yTF	ytf	delyafC	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yafC	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741943	SRR6781999	PAIRED	ILLUMINA
ecoli_00202	ytf__delyafC__2	yTF	ytf	delyafC	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yafC	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741944	SRR6782000	PAIRED	ILLUMINA
ecoli_00203	ytf__delyeiE__1	yTF	ytf	delyeiE	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yeiE	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.68	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741945	SRR6782001	PAIRED	ILLUMINA
ecoli_00204	ytf__delyeiE__2	yTF	ytf	delyeiE	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yeiE	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.67	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741946	SRR6782002	PAIRED	ILLUMINA
ecoli_00205	ytf__delyiaJ__1	yTF	ytf	delyiaJ	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yiaJ	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741947	SRR6782003	PAIRED	ILLUMINA
ecoli_00206	ytf__delyiaJ__2	yTF	ytf	delyiaJ	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yiaJ	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741948	SRR6782004	PAIRED	ILLUMINA
ecoli_00207	ytf__delyieP__1	yTF	ytf	delyieP	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yieP	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.67	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741949	SRR6782005	PAIRED	ILLUMINA
ecoli_00208	ytf__delyieP__2	yTF	ytf	delyieP	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yieP	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3741950	SRR6782006	PAIRED	ILLUMINA
ecoli_00209	ytf__wt_ph5__1	yTF	ytf	wt_ph5	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	5.5	Kanamycin	Batch	0.49	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989000	SRR7057985	PAIRED	ILLUMINA
ecoli_00210	ytf__wt_ph5__2	yTF	ytf	wt_ph5	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	5.5	Kanamycin	Batch	0.48	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989001	SRR7057986	PAIRED	ILLUMINA
ecoli_00211	ytf__wt_ph8__1	yTF	ytf	wt_ph8	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	8.5	Kanamycin	Batch	0.65	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989002	SRR7057987	PAIRED	ILLUMINA
ecoli_00212	ytf__wt_ph8__2	yTF	ytf	wt_ph8	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	8.5	Kanamycin	Batch	0.65	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989003	SRR7057988	PAIRED	ILLUMINA
ecoli_00213	ytf__delybaO__1	yTF	ytf	delybaO	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ybaO	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.62	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989004	SRR7057989	PAIRED	ILLUMINA
ecoli_00214	ytf__delybaO__2	yTF	ytf	delybaO	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ybaO	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.62	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989005	SRR7057990	PAIRED	ILLUMINA
ecoli_00215	ytf__delybaQ__1	yTF	ytf	delybaQ	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ybaQ	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.65	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989006	SRR7057991	PAIRED	ILLUMINA
ecoli_00216	ytf__delybaQ__2	yTF	ytf	delybaQ	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ybaQ	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989007	SRR7057992	PAIRED	ILLUMINA
ecoli_00217	ytf__delybiH__1	yTF	ytf	delybiH	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ybiH	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989008	SRR7057993	PAIRED	ILLUMINA
ecoli_00218	ytf__delybiH__2	yTF	ytf	delybiH	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ybiH	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.67	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989009	SRR7057994	PAIRED	ILLUMINA
ecoli_00219	ytf__delydcI_ph5__1	yTF	ytf	delydcI_ph5	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ydcI	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	5.5	Kanamycin	Batch	0.38	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989010	SRR7057995	PAIRED	ILLUMINA
ecoli_00220	ytf__delydcI_ph5__2	yTF	ytf	delydcI_ph5	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ydcI	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	5.5	Kanamycin	Batch	0.39	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989011	SRR7057996	PAIRED	ILLUMINA
ecoli_00221	ytf__delydcI_ph8__1	yTF	ytf	delydcI_ph8	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ydcI	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	8.5	Kanamycin	Batch	0.52	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989012	SRR7057997	PAIRED	ILLUMINA
ecoli_00222	ytf__delydcI_ph8__2	yTF	ytf	delydcI_ph8	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_ydcI	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	8.5	Kanamycin	Batch	0.52	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989013	SRR7057998	PAIRED	ILLUMINA
ecoli_00223	ytf__delyddM__1	yTF	ytf	delyddM	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yddM	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.65	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989014	SRR7057999	PAIRED	ILLUMINA
ecoli_00224	ytf__delyddM__2	yTF	ytf	delyddM	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yddM	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.65	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989015	SRR7058000	PAIRED	ILLUMINA
ecoli_00225	ytf__delyheO__1	yTF	ytf	delyheO	1	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yheO	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.66	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989016	SRR7058001	PAIRED	ILLUMINA
ecoli_00226	ytf__delyheO__2	yTF	ytf	delyheO	2	Ye Gao	Ye Gao	10/2/17	Escherichia coli K-12 MG1655 del_yheO	MG1655	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7	Kanamycin	Batch	0.65	No		HiSeq 4000		2	doi.org/10.1093/nar/gky752	GSE111094	1	SRX3989017	SRR7058002	PAIRED	ILLUMINA
ecoli_00227	fps__bw_glc__1	False Positives	fps	bw_glc	1	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli BW25113	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403859	SRR7536294	PAIRED	ILLUMINA
ecoli_00228	fps__bw_glc__2	False Positives	fps	bw_glc	2	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli BW25113	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch		No		NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403860	SRR7536295	PAIRED	ILLUMINA
ecoli_00229	fps__fps_thrA_ale1__1	False Positives	fps	fps_thrA_ale1	1	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS thrA.1.5.1	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.54	Endpoint	Clonal	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403861	SRR7536296	PAIRED	ILLUMINA
ecoli_00230	fps__fps_thrA_ale1__2	False Positives	fps	fps_thrA_ale1	2	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS thrA.1.5.1	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.54	Endpoint	Clonal	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403862	SRR7536297	PAIRED	ILLUMINA
ecoli_00231	fps__fps_thrA_ale2__1	False Positives	fps	fps_thrA_ale2	1	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS thrA.2.1.0	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.52	Endpoint	Population	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403869	SRR7536304	PAIRED	ILLUMINA
ecoli_00232	fps__fps_thrA_ale2__2	False Positives	fps	fps_thrA_ale2	2	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS thrA.2.1.0	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.52	Endpoint	Population	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403870	SRR7536305	PAIRED	ILLUMINA
ecoli_00233	fps__fps_serB_ale1__1	False Positives	fps	fps_serB_ale1	1	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS serB.1.5.1	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.5	Endpoint	Clonal	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403863	SRR7536298	PAIRED	ILLUMINA
ecoli_00234	fps__fps_serB_ale1__2	False Positives	fps	fps_serB_ale1	2	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS serB.1.5.1	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.5	Endpoint	Clonal	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403864	SRR7536299	PAIRED	ILLUMINA
ecoli_00235	fps__fps_serB_ale4__1	False Positives	fps	fps_serB_ale4	1	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS serB.4.1.0	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.5	Endpoint	Population	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403871	SRR7536306	PAIRED	ILLUMINA
ecoli_00236	fps__fps_serB_ale4__2	False Positives	fps	fps_serB_ale4	2	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS serB.4.1.0	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.5	Endpoint	Population	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403872	SRR7536307	PAIRED	ILLUMINA
ecoli_00237	fps__fps_ptsI_ale1__1	False Positives	fps	fps_ptsI_ale1	1	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS ptsI.1.5.1	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.41	Endpoint	Clonal	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403865	SRR7536300	PAIRED	ILLUMINA
ecoli_00238	fps__fps_ptsI_ale1__2	False Positives	fps	fps_ptsI_ale1	2	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS ptsI.1.5.1	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.41	Endpoint	Clonal	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403866	SRR7536301	PAIRED	ILLUMINA
ecoli_00239	fps__fps_ptsI_ale3__1	False Positives	fps	fps_ptsI_ale3	1	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS ptsI.3.1.0	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.39	Endpoint	Population	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403867	SRR7536302	PAIRED	ILLUMINA
ecoli_00240	fps__fps_ptsI_ale3__2	False Positives	fps	fps_ptsI_ale3	2	Gabriela Guzman	Sibei (Julia) Xu	5/29/18	Escherichia coli FPS ptsI.3.1.0	BW25113	M9	glucose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.39	Endpoint	Population	NextSeq 550		2	doi.org/10.1186/s12918-018-0653-z	GSE117303	1	SRX4403868	SRR7536303	PAIRED	ILLUMINA
ecoli_00241	pal__lyx_ale2_f6__1	Enzyme Promiscuity	pal	lyx_ale2_f6	1	Gabriela Guzman	Gabriela Guzman	5/11/16	Escherichia coli PAL.2.6.1	MG1655	M9	D-lyxose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.25	Midpoint	Clonal	HiSeq 2500		1	doi.org/10.1101/310946	GSE114358	1	SRX4073855	SRR7154624	PAIRED	ILLUMINA
ecoli_00242	pal__lyx_ale2__1	Enzyme Promiscuity	pal	lyx_ale2	1	Gabriela Guzman	Gabriela Guzman	5/11/16	Escherichia coli PAL.2.73.0	MG1655	M9	D-lyxose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.45	Endpoint	Population	HiSeq 2500		2	doi.org/10.1101/310946	GSE114358	1	SRX4073856	SRR7154625	PAIRED	ILLUMINA
ecoli_00243	pal__lyx_ale2__2	Enzyme Promiscuity	pal	lyx_ale2	2	Gabriela Guzman	Gabriela Guzman	5/11/16	Escherichia coli PAL.2.73.0	MG1655	M9	D-lyxose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.45	Endpoint	Population	HiSeq 2500		2	doi.org/10.1101/310946	GSE114358	1	SRX4073857	SRR7154626	PAIRED	ILLUMINA
ecoli_00244	pal__lyx_ale4__1	Enzyme Promiscuity	pal	lyx_ale4	1	Gabriela Guzman	Gabriela Guzman	5/11/16	Escherichia coli PAL.4.90.0	MG1655	M9	D-lyxose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.53	Endpoint	Population	HiSeq 2500		2	doi.org/10.1101/310946	GSE114358	1	SRX4073858	SRR7154627	PAIRED	ILLUMINA
ecoli_00245	pal__lyx_ale4__2	Enzyme Promiscuity	pal	lyx_ale4	2	Gabriela Guzman	Gabriela Guzman	5/11/16	Escherichia coli PAL.4.90.0	MG1655	M9	D-lyxose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.53	Endpoint	Population	HiSeq 2500		2	doi.org/10.1101/310946	GSE114358	1	SRX4073859	SRR7154628	PAIRED	ILLUMINA
ecoli_00246	pal__5drib_ale10_f18__1	Enzyme Promiscuity	pal	5drib_ale10_f18	1	Gabriela Guzman	Gabriela Guzman	5/11/16	Escherichia coli PAL.10.18.1	MG1655	M9	D-2-deoxyribose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.3	Midpoint	Clonal	HiSeq 2500		2	doi.org/10.1101/310946	GSE114358	1	SRX4073860	SRR7154629	PAIRED	ILLUMINA
ecoli_00247	pal__5drib_ale10_f18__2	Enzyme Promiscuity	pal	5drib_ale10_f18	2	Gabriela Guzman	Gabriela Guzman	5/11/16	Escherichia coli PAL.10.18.1	MG1655	M9	D-2-deoxyribose(2)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.3	Midpoint	Clonal	HiSeq 2500		2	doi.org/10.1101/310946	GSE114358	1	SRX4073861	SRR7154631	PAIRED	ILLUMINA
