,flux,condition,target,is_new
GLUTAMIN-RXN__CTPSYN-CPLX,-6.0,none,2.9415114331313075,Old Reactions
GLUTAMINESYN-RXN,4.778693779483157,sim_cp2_Trehalose,4.460867786750117,Old Reactions
GLUTDECARBOX-RXN__GLUTDECARBOXB-CPLX,1.591064618162255,all,2.311753863174264,Old Reactions
GLUTDEHYD-RXN__GDHA-CPLX,-6.0,none,4.927139293881005,Old Reactions
GLUTRACE-RXN,-6.0,none,3.5659658175646496,Old Reactions
GLUTRACE-RXN (reverse),-6.0,none,3.836893516439659,Old Reactions
GLYCEROL-KIN-RXN,-6.0,none,5.107613540234194,Old Reactions
GLYCOLALD-DEHYDROG-RXN,-6.0,none,3.643551368661626,Old Reactions
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.,4.8207333251029985,sim_cp2_EG11055-1-O-methyl-β-D-glucuronate,4.8207333251029985,Old Reactions
GLYOXII-RXN__CPLX0-3954,-6.0,none,2.173186271327002,Old Reactions
GLYOXII-RXN__G6475-MONOMER,-6.0,none,4.671607845278619,Old Reactions
GPH-RXN[CCO-CYTOSOL]-CPD-67/WATER//GLYCOLLATE/Pi.41.,-6.0,none,4.39127040834884,New Reactions
GPH-RXN[CCO-PERI-BAC]-CPD-67/WATER//GLYCOLLATE/Pi.42.__GPH-MONOMER,-6.0,none,4.39127040834884,New Reactions
GSPAMID-RXN,-6.0,none,2.3053513715965965,Old Reactions
GSPSYN-RXN,-6.0,none,3.119915410587501,Old Reactions
GTP-CYCLOHYDRO-II-RXN,1.5185139530383263,all,1.4313637802439678,Old Reactions
GUANOSINE-DIPHOSPHATASE-RXN,-6.0,none,2.187520723656557,Old Reactions
H2NEOPTERINALDOL-RXN,1.3979400260437926,"sim_cp2_G7408-keto-D-fructose, sim_cp2_L-galactonate",1.07918128223883,Old Reactions
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN,1.3979400260443595,sim_cp2_EG10172-Oxidative_Stress,2.0413926891063565,Old Reactions
HISTIDPHOS-RXN[CCO-CYTOSOL]-L-HISTIDINOL-P/WATER//HISTIDINOL/Pi.49.,3.5932860671312468,all,5.870626848312754,Old Reactions
HOLO-ACP-SYNTH-RXN__HOLO-ACP-SYNTH-CPLX,-6.0,none,1.9822712375634692,Old Reactions
HOMOSERKIN-RXN,-6.0,none,4.450633950612392,Old Reactions
HOMSUCTRAN-RXN,3.737987326412827,"sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose",4.1011969858997475,Old Reactions
IGPSYN-RXN,3.2803506932737427,all,3.4985862089553015,Old Reactions
IMP-DEHYDROG-RXN,4.1244390105891355,"sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_Isoprimeverose, sim_cp2_Oxamate, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.882296800994601,Old Reactions
INOPHOSPHOR-RXN__DEOD-CPLX,-6.0,none,5.037701331325337,Old Reactions
INORGPYROPHOSPHAT-RXN[CCO-CYTOSOL]-PPI/WATER//Pi/PROTON.34.,5.57082497278213,sim_cp2_EG10172-Oxidative_Stress,6.154890885335556,Old Reactions
ISOCHORSYN-RXN__ENTC-MONOMER,1.9190780976085375,"sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.5077209768205293,Old Reactions
ISOCHORSYN-RXN__ENTC-MONOMER (reverse),-6.0,none,3.172018809716814,Old Reactions
ISOCHORSYN-RXN__MENF-CPLX,1.9190780976085375,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Oxamate",2.025305869361888,Old Reactions
ISOCITDEH-RXN,5.8008980340951455,sim_cp2_D-GLUCARATE,5.872634025275771,Old Reactions
KDGALDOL-RXN,5.7633110632079605,sim_cp2_D-GLUCARATE,1.591064618162255,Old Reactions
KDO-8PSYNTH-RXN,-5.999999999968463,sim_cp2_Trehalose,4.784938081389219,Old Reactions
KDPGALDOL-RXN,5.600483873321692,sim_cp2_L-galactonate,4.806905453790669,Old Reactions
KETOGLUTREDUCT-RXN (reverse),1.113943385714103,sim_cp2_D-GLUCARATE,2.867467488448325,Old Reactions
L-ASPARTATE-OXID-RXN,-6.0,none,2.6127838577789904,Old Reactions
L-GLN-FRUCT-6-P-AMINOTRANS-RXN,-6.0,none,3.678336246823265,Old Reactions
L-RHAMNONATE-DEHYDRATASE-RXN,-6.0,none,-6.0,Old Reactions
LTAA-RXN,-6.0,none,2.4345689056308695,Old Reactions
LYSDECARBOX-RXN__LYSDECARBOX-CPLX,-6.0,none,2.1702617183293795,Old Reactions
LYXK-RXN,-6.0,none,1.9822712375634692,Old Reactions
MALATE-DEH-RXN__MALATE-DEHASE (reverse),4.909331336054361,sim_cp2_EG11724-KO_EG11691,4.909331336054361,Old Reactions
MALIC-NADP-RXN,3.084576278291775,sim_cp2_EG12393-ADD_TARTRATE[p],3.084576278291775,Old Reactions
MALONYL-COA-ACP-TRANSACYL-RXN,0.7781513227660511,all,5.883277496775023,Old Reactions
MANNPDEHYDROG-RXN,-6.0,none,4.721563318365726,Old Reactions
MANNPDEHYDROG-RXN (reverse),-6.0,none,4.715359777132844,Old Reactions
METBALT-RXN,-6.0,none,1.4623980128746277,Old Reactions
METHGLYSYN-RXN,-6.0,none,5.1568579539156225,Old Reactions
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN-10-FORMYL-THF/L-methionyl-tRNAfmet//THF/N-formyl-L-methionyl-tRNAfmet/PROTON.77.,-6.0,none,4.167907810030984,Old Reactions
METHYLMALONYL-COA-MUT-RXN (reverse),4.3429426472042774e-07,"sim_cp2_EG11724-KO_EG11691, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_Oxamate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",4.3429426472042774e-07,Old Reactions
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN,2.6063813661855915,all,3.415640980062934,Old Reactions
MHPCHYDROL-RXN,5.441409842195787,sim_cp2_3-PHENYLPROPIONATE,2.217483946845994,New Reactions
MHPELY-RXN (reverse),-6.0,none,3.414137362351835,Old Reactions
MMUM-RXN,-6.0,none,1.3802112598072092,Old Reactions
NACGLCTRANS-RXN,-6.0,none,2.772321707456525,Old Reactions
NAD-KIN-RXN,1.5314789298225757,sim_cp2_EG11671-3-KETOBUTYRATE,3.1000257304528147,Old Reactions
NADH-DEHYDROG-A-RXN-NADH/UBIQUINONE-8/PROTON//NAD/CPD-9956/PROTON.46.,5.957038152692644,sim_cp2_EG11054-α-D-mannopyranose 6-phosphate,4.243261342745389,Old Reactions
NAG1P-URIDYLTRANS-RXN,2.812913357311001,all,4.099784196638092,Old Reactions
NMNAMIDOHYDRO-RXN,-6.0,none,2.1492191157354825,Old Reactions
O-SUCCHOMOSERLYASE-RXN,3.7379873264128265,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Oxamate, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",2.344392275650244,Old Reactions
OHMETPYRKIN-RXN__HMP-P-KIN-CPLX,-6.0,none,1.2304489469250075,Old Reactions
OHMETPYRKIN-RXN__PDXK-CPLX,-6.0,none,2.404833718329759,Old Reactions
OROTPDECARB-RXN,4.342718689815271,"sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG10780-Thiosulfate, sim_cp2_Oxamate, sim_cp2_Trehalose, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.943543977202913,Old Reactions
OXALYL-COA-DECARBOXYLASE-RXN,-6.0,none,-6.0,Old Reactions
PABASYN-RXN,-6.0,none,1.851258354835899,Old Reactions
PANTOATE-BETA-ALANINE-LIG-RXN,2.448706321451238,sim_cp2_EG11671-3-KETOBUTYRATE,3.1267805773363513,Old Reactions
PANTOTHENATE-KIN-RXN,2.4393326954101555,sim_cp2_EG11671-3-KETOBUTYRATE,2.751279104753368,Old Reactions
PGLYCDEHYDROG-RXN,3.4681995862203823,sim_cp2_Oxamate,2.756636109006434,Old Reactions
PGLYCDEHYDROG-RXN (reverse),-6.0,none,4.4604467838957635,Old Reactions
PHENDEHYD-RXN,-6.0,none,2.9493900071328842,Old Reactions
PHOSACETYLTRANS-RXN__CPLX0-7912,3.1303337688167057,sim_cp2_Oxamate,3.1303337688167057,Old Reactions
PHOSACETYLTRANS-RXN__CPLX0-7912 (reverse),3.5444401374416703,"sim_cp2_G7408-β-D-fructopyranose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10780-Thiosulfate, sim_cp2_Trehalose, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",3.5444401374416703,Old Reactions
PHOSACETYLTRANS-RXN__PHOSACETYLTRANS-CPLX,5.686988843400185,sim_cp2_Oxamate,3.76200296945024,Old Reactions
PHOSACETYLTRANS-RXN__PHOSACETYLTRANS-CPLX (reverse),4.357649032937529,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_Isoprimeverose, sim_cp2_GLC-1-P, sim_cp2_L-galactonate",4.370068760668575,Old Reactions
PMPOXI-RXN,-6.0,none,3.127104798688908,Old Reactions
PNKIN-RXN,-6.0,none,1.875061269182293,Old Reactions
PNPOXI-RXN,1.07918128223883,all,1.6127838673122836,Old Reactions
PPPGPPHYDRO-RXN__PPPGPPHYDRO-CPLX,-6.0,none,-6.0,Old Reactions
PRAISOM-RXN,3.2803506932737427,all,4.667191363477517,Old Reactions
PREPHENATEDEHYDRAT-RXN,3.817433144177507,all,4.18132898711834,Old Reactions
PREPHENATEDEHYDROG-RXN,3.7344797895056168,all,4.799691978957826,Old Reactions
PRIBFAICARPISOM-RXN,3.5932860671312468,all,3.3909351072799216,Old Reactions
PSERTRANSAM-RXN,-6.0,none,2.7881683718484878,Old Reactions
PSERTRANSAM-RXN (reverse),3.439963936078601,sim_cp2_Oxamate,3.439963936078601,Old Reactions
PSERTRANSAMPYR-RXN,-6.0,none,2.3729120048103374,Old Reactions
PYRAMKIN-RXN,-6.0,none,1.9395192576105091,Old Reactions
PYRIDOXKIN-RXN__PDXK-CPLX,-6.0,none,2.4828735850373542,Old Reactions
PYRIMSYN3-RXN,1.07918128223883,all,1.447158046852736,Old Reactions
R601-RXN-FUM/REDUCED-MENAQUINONE//SUC/CPD-9728.38.,3.2702128551293583,"sim_cp2_G7408-β-D-fructopyranose, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG10780-Thiosulfate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE",4.195733648300884,Old Reactions
R601-RXN-FUM/REDUCED-MENAQUINONE//SUC/CPD-9728.38. (reverse),3.2702128551293583,"sim_cp2_G7408-β-D-fructopyranose, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG10780-Thiosulfate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE",3.2702128551293583,Old Reactions
R621-RXN-NITRIC-OXIDE/NADH/OXYGEN-MOLECULE//NITRATE/NAD/PROTON.54.,-6.0,none,5.128024269368412,New Reactions
RHAMNULPALDOL-RXN,-6.0,none,1.5797836080456122,Old Reactions
RHAMNULPALDOL-RXN (reverse),-6.0,none,1.5797836080456122,Old Reactions
RIB5PISOM-RXN__RIB5PISOMA-CPLX,3.1983821302833384,"sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose",5.230295613919602,Old Reactions
RIBOFLAVIN-SYN-RXN,1.5185139530383263,all,1.7708520190030674,Old Reactions
RIBOSYLHOMOCYSTEINASE-RXN,1.9030899924206244,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.243534102079947,Old Reactions
RIBULPEPIM-RXN__EG12287-MONOMER,-6.0,none,1.1461280666992713,Old Reactions
RIBULPEPIM-RXN__G7860-MONOMER,-6.0,none,2.758911893154584,Old Reactions
RIBULPEPIM-RXN__RIBULPEPIM-CPLX,-6.0,none,1.1760912880086458,Old Reactions
RXN-10856 (reverse),-6.0,none,1.1139433857141032,Old Reactions
RXN-11484,0.3010302128111678,all,0.47712139948446564,Old Reactions
RXN-11496-PYRUVATE/UBIQUINONE-8/WATER//CARBON-DIOXIDE/ACET/CPD-9956.58.,-6.0,none,3.981909170136069,Old Reactions
RXN-11591,-6.0,none,0.3010302128111679,Old Reactions
RXN-11592,-6.0,none,0.6989700911949065,Old Reactions
RXN-11598,-6.0,none,-6.0,Old Reactions
RXN-11601,-6.0,none,0.3010302128111679,Old Reactions
RXN-11832,3.4500950760257245,sim_cp2_EG11671-3-KETOBUTYRATE,4.214764396694525,Old Reactions
RXN-11837,-6.0,none,0.6989700911949065,Old Reactions
RXN-11839,-6.0,none,1.07918128223883,Old Reactions
RXN-11841,-6.0,none,-6.0,Old Reactions
RXN-11842,-6.0,none,4.3429426472042774e-07,Old Reactions
RXN-11845,-6.0,none,-6.0,Old Reactions
RXN-11860,-6.0,none,-6.0,Old Reactions
RXN-11865,-6.0,none,-6.0,Old Reactions
RXN-12070,5.454278768385065,sim_cp2_cinnate,0.6989700911949065,New Reactions
RXN-12402,1.88649073081267,sim_cp2_Isoprimeverose,1.88649073081267,New Reactions
RXN-12458,-6.0,none,0.6989700911949065,Old Reactions
RXN-12583__E1P-CPLX,-6.0,none,2.0374265019249767,Old Reactions
RXN-14025[CCO-PERI-BAC]-UMP/WATER//URIDINE/Pi.36.__APHA-CPLX,-6.0,none,2.763427994311721,Old Reactions
RXN-14026[CCO-PERI-BAC]-CMP/WATER//CYTIDINE/Pi.37.__APHA-CPLX,-6.0,none,2.392696955017943,Old Reactions
RXN-14073__GLYCPDIESTER-CYTO-MONOMER,-6.0,none,2.3384564955967813,Old Reactions
RXN-14090[CCO-CYTOSOL]-CPD-3711/WATER//CYTIDINE/Pi.41.,-6.0,none,2.250420004748751,Old Reactions
RXN-14090[CCO-PERI-BAC]-CPD-3711/WATER//CYTIDINE/Pi.42.__APHA-CPLX,-6.0,none,2.936513742981549,New Reactions
RXN-14126[CCO-CYTOSOL]-CPD-3706/WATER//ADENOSINE/Pi.42.,-6.0,none,2.4698220174503476,Old Reactions
RXN-14126[CCO-PERI-BAC]-CPD-3706/WATER//ADENOSINE/Pi.43.__APHA-CPLX,-6.0,none,2.4969296494563182,New Reactions
RXN-14136,-6.0,none,2.2671717307505515,Old Reactions
RXN-14139__CPLX0-8106,-6.0,none,3.1439511167357326,Old Reactions
RXN-14142[CCO-CYTOSOL]-DGMP/WATER//DEOXYGUANOSINE/Pi.43.__EG11817-MONOMER,-6.0,none,1.8692317255998205,Old Reactions
RXN-14142[CCO-PERI-BAC]-DGMP/WATER//DEOXYGUANOSINE/Pi.44.__APHA-CPLX,-6.0,none,2.1522883474414685,Old Reactions
RXN-14143,-6.0,none,1.1461280666992713,Old Reactions
RXN-14160__GLYCPDIESTER-CYTO-MONOMER,-6.0,none,1.8633228660696952,Old Reactions
RXN-14161[CCO-CYTOSOL]-DAMP/WATER//DEOXYADENOSINE/Pi.43.__CPLX0-7625,4.3429426472042774e-07,all,1.000000043429446,Old Reactions
RXN-14161[CCO-PERI-BAC]-DAMP/WATER//DEOXYADENOSINE/Pi.44.__APHA-CPLX,-6.0,none,2.1238516442324578,Old Reactions
RXN-14522,-6.0,none,2.9822712334919586,Old Reactions
RXN-14523,-6.0,none,2.4409090836387484,Old Reactions
RXN-14524,-6.0,none,2.4082399670083126,Old Reactions
RXN-14525,-6.0,none,2.392696955017943,Old Reactions
RXN-15125__CPLX0-7622,-6.0,none,-6.0,Old Reactions
RXN-15125__LSERINEDEAM1-MONOMER,-6.0,none,3.9143960521826777,Old Reactions
RXN-15131__CYSTATHIONINE-BETA-LYASE-CPLX,-6.0,none,3.771807879072553,Old Reactions
RXN-15578,-6.0,none,0.6989700911949065,Old Reactions
RXN-15581__DSERDEAM-MONOMER,-6.0,none,3.1956229438637336,Old Reactions
RXN-15607,-6.0,none,0.47712139948446564,Old Reactions
RXN-15740-GLYCEROL-3P/CPD-9728//DIHYDROXY-ACETONE-PHOSPHATE/REDUCED-MENAQUINONE.70.,-6.0,none,3.30146407336023,Old Reactions
RXN-16000,-6.0,none,3.204119982927359,Old Reactions
RXN-16312,-6.0,none,4.075838826011158,Old Reactions
RXN-16701,-6.0,none,2.414973349641181,Old Reactions
RXN-16701 (reverse),-6.0,none,4.376047452059736,Old Reactions
RXN-1961,-6.0,none,0.47712139948446564,Old Reactions
RXN-6622__CPLX0-8122,-6.0,none,3.5523031094601074,Old Reactions
RXN-7607[CCO-CYTOSOL]-IMP/WATER//INOSINE/Pi.35.__G7742-MONOMER,-6.0,none,2.3729120048103374,Old Reactions
RXN-7609[CCO-CYTOSOL]-GMP/WATER//GUANOSINE/Pi.37.__G7742-MONOMER,1.1139433857141032,"sim_cp2_EG11724-KO_EG11691, sim_cp2_Oxamate",1.1461280666992713,Old Reactions
RXN-7609[CCO-PERI-BAC]-GMP/WATER//GUANOSINE/Pi.38.__APHA-CPLX,-6.0,none,2.7909884757915577,Old Reactions
RXN-7609[CCO-PERI-BAC]-GMP/WATER//GUANOSINE/Pi.38.__G7742-MONOMER,-6.0,none,2.8048206794018746,Old Reactions
RXN-7913,-6.0,none,3.9343469267887725,Old Reactions
RXN-8667,-6.0,none,5.505381992449275,Old Reactions
RXN-8992,1.591064618162255,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",2.857935265321779,Old Reactions
RXN-8999,0.47712139948446564,all,2.1583624951111835,Old Reactions
RXN-9310,1.4149733646744516,all,4.549689738724566,Old Reactions
RXN-9311,1.4149733646744516,all,3.164352856081899,Old Reactions
RXN-9535__FABB-CPLX,-6.0,none,1.9444826770853332,Old Reactions
RXN-9772,2.5428254282044125,sim_cp2_EG11671-3-KETOBUTYRATE,2.9503648548630004,Old Reactions
RXN-982,-6.0,none,0.6020600999015693,Old Reactions
RXN0-1001,-6.0,none,2.5514499991928035,New Reactions
RXN0-1342,-6.0,none,0.6020600999015693,Old Reactions
RXN0-1461,-6.0,sim_cp2_Oxamate,-6.0,Old Reactions
RXN0-2201,-6.0,none,0.9030900412787504,Old Reactions
RXN0-268,-6.0,none,0.8450981020563213,Old Reactions
RXN0-280-CPD0-2547/FMNH2/OXYGEN-MOLECULE//CPD-371/SO3/FMN/WATER/PROTON.62.,-6.0,none,-6.0,Old Reactions
RXN0-299,-6.0,none,1.2304489469250075,Old Reactions
RXN0-302,2.3820170443769206,sim_cp2_Oxamate,2.206825878729331,Old Reactions
RXN0-310,4.3429426472042774e-07,"sim_cp2_EG11724-KO_EG11691, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_Oxamate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",0.3010302128111679,Old Reactions
RXN0-313__CPLX0-201 (reverse),1.5051499918916083,"sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",1.5051499918916083,New Reactions
RXN0-3281__FORMATEDEHYDROGH-MONOMER,-6.0,none,-6.0,Old Reactions
RXN0-3741[CCO-CYTOSOL]-DIMP/WATER//DEOXYINOSINE/Pi.41.__CPLX0-7625,-6.0,none,1.1760912880086458,Old Reactions
RXN0-3741[CCO-CYTOSOL]-DIMP/WATER//DEOXYINOSINE/Pi.41.__G7230-MONOMER,-6.0,none,0.6989700911949065,Old Reactions
RXN0-384__H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER,-6.0,none,0.3010302128111679,Old Reactions
RXN0-4301,-5.999999999936926,sim_cp2_Trehalose,1.812913363324309,Old Reactions
RXN0-4361,-5.999999999936926,sim_cp2_Trehalose,4.215055647386778,Old Reactions
RXN0-4401,-6.0,none,2.5658478198536656,Old Reactions
RXN0-4641,-6.0,none,1.9190780976085375,Old Reactions
RXN0-5065,-6.0,none,2.3617278379058297,Old Reactions
RXN0-5107__CPLX0-8106,-6.0,none,3.1510632536604555,Old Reactions
RXN0-5107__G7164-MONOMER,-6.0,none,2.6242820968672467,Old Reactions
RXN0-5108,-6.0,none,3.814580516076877,Old Reactions
RXN0-5114[CCO-CYTOSOL]-3-P-SERINE/WATER//SER/Pi.38.,3.9050399281302552,"sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_3-PHENYLPROPIONATE",3.9050399281302552,Old Reactions
RXN0-5116,-6.0,none,2.955687750794452,Old Reactions
RXN0-5118,-5.999999999984231,sim_cp2_Trehalose,2.340444116823198,Old Reactions
RXN0-5120,-5.999999999984231,sim_cp2_Trehalose,1.5563025128310226,Old Reactions
RXN0-5144,-6.0,none,1.0413927246395398,Old Reactions
RXN0-5185[CCO-CYTOSOL]-CPD-2961/WATER//GLUCONATE/Pi.42.,0.7781513227660514,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_Isoprimeverose, sim_cp2_Oxamate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",2.9921114882292046,Old Reactions
RXN0-5186__G7408-MONOMER,3.196176185316418,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose",3.414639146904174,New Reactions
RXN0-5187[CCO-CYTOSOL]-FMN/WATER//RIBOFLAVIN/Pi.38.__EG11202-MONOMER,-6.0,none,2.555094449788053,Old Reactions
RXN0-5187[CCO-CYTOSOL]-FMN/WATER//RIBOFLAVIN/Pi.38.__G6442-MONOMER,-6.0,none,1.2304489469250075,Old Reactions
RXN0-5213,-6.0,none,1.875061269182293,Old Reactions
RXN0-5228,-6.0,none,2.7291647905030207,Old Reactions
RXN0-5229,5.600483873321692,sim_cp2_L-galactonate,0.3010302128111679,New Reactions
RXN0-5240,-6.0,none,0.3010302128111679,Old Reactions
RXN0-5292[CCO-CYTOSOL]-DCMP/WATER//DEOXYCYTIDINE/Pi.42.,-6.0,none,1.1461280666992713,Old Reactions
RXN0-5387,-6.0,none,3.514282047993271,Old Reactions
RXN0-5390__G6244-MONOMER,-6.0,none,2.9122220570639876,New Reactions
RXN0-5408,-6.0,none,3.238297068126286,New Reactions
RXN0-5422,-6.0,none,1.5440680567586893,Old Reactions
RXN0-5433,-6.0,none,4.3429426472042774e-07,Old Reactions
RXN0-5462[CCO-CYTOSOL]-GTP/WATER//GDP/Pi/PROTON.38.__CPLX0-3561,-6.0,none,-6.0,New Reactions
RXN0-5462[CCO-CYTOSOL]-GTP/WATER//GDP/Pi/PROTON.38.__EG10021-MONOMER,-6.0,none,-6.0,New Reactions
