Software Version	3.04.17																																																																																																
6:09:16	37	0.087	0.101	0.087	0.089	0.242	0.226	0.225	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.244	0.244	0.297	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.511	0.502	0.523	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:14:16	37	0.087	0.101	0.087	0.09	0.246	0.227	0.226	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.248	0.247	0.303	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.51	0.509	0.536	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:19:16	37	0.087	0.101	0.087	0.09	0.248	0.23	0.228	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.253	0.254	0.312	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.52	0.517	0.54	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:24:16	37	0.087	0.101	0.087	0.09	0.251	0.231	0.229	0.086	0.087	0.089	0.087	0.088	0.089	0.088	0.087	0.086	0.258	0.258	0.32	0.089	0.088	0.09	0.087	0.088	0.087	0.088	0.087	0.088	0.527	0.522	0.543	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.089	0.09	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.088	0.087	0.096	0.091	0.09	0.087	0.089
6:29:16	37	0.087	0.101	0.087	0.09	0.252	0.233	0.23	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.266	0.264	0.327	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.531	0.529	0.552	0.088	0.087	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:34:16	37	0.087	0.101	0.087	0.089	0.252	0.238	0.231	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.272	0.27	0.332	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.529	0.527	0.549	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:39:16	37	0.087	0.101	0.087	0.09	0.252	0.242	0.235	0.086	0.087	0.089	0.086	0.088	0.088	0.088	0.086	0.086	0.278	0.264	0.339	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.532	0.524	0.546	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.091	0.09	0.087	0.089
6:44:16	37	0.087	0.101	0.087	0.089	0.254	0.246	0.236	0.086	0.086	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.283	0.266	0.346	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.533	0.524	0.545	0.088	0.087	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:49:16	37	0.087	0.101	0.087	0.089	0.252	0.249	0.241	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.287	0.27	0.349	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.53	0.527	0.549	0.088	0.087	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:54:16	37	0.087	0.101	0.087	0.09	0.254	0.253	0.244	0.086	0.086	0.088	0.086	0.088	0.088	0.087	0.086	0.086	0.289	0.274	0.357	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.535	0.529	0.548	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
6:59:16	37.1	0.087	0.101	0.087	0.089	0.254	0.257	0.245	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.296	0.284	0.367	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.542	0.536	0.554	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:04:16	37	0.087	0.101	0.087	0.089	0.257	0.261	0.247	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.302	0.29	0.372	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.546	0.539	0.554	0.088	0.086	0.088	0.086	0.086	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:09:16	37	0.087	0.101	0.087	0.089	0.259	0.267	0.252	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.308	0.297	0.374	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.549	0.538	0.539	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:14:16	37	0.087	0.101	0.087	0.09	0.26	0.272	0.253	0.086	0.087	0.088	0.086	0.087	0.088	0.087	0.086	0.086	0.309	0.3	0.384	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.536	0.553	0.544	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:19:16	37	0.087	0.101	0.087	0.089	0.262	0.274	0.256	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.306	0.3	0.391	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.55	0.541	0.544	0.088	0.087	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:24:16	37	0.087	0.101	0.087	0.09	0.265	0.276	0.259	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.317	0.306	0.398	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.564	0.546	0.546	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:29:16	37	0.087	0.101	0.087	0.09	0.267	0.279	0.262	0.086	0.087	0.089	0.086	0.088	0.089	0.088	0.086	0.086	0.318	0.309	0.403	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.575	0.556	0.548	0.088	0.087	0.089	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:34:16	37	0.087	0.101	0.087	0.089	0.268	0.279	0.264	0.086	0.086	0.088	0.086	0.087	0.088	0.088	0.086	0.086	0.321	0.311	0.409	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.579	0.556	0.553	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:39:16	37	0.087	0.101	0.087	0.089	0.271	0.28	0.266	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.326	0.311	0.415	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.587	0.561	0.556	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:44:16	37	0.087	0.101	0.087	0.089	0.274	0.282	0.27	0.086	0.087	0.088	0.086	0.087	0.088	0.087	0.086	0.086	0.331	0.311	0.422	0.088	0.088	0.09	0.087	0.088	0.087	0.087	0.086	0.088	0.578	0.578	0.554	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.088	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:49:16	37	0.087	0.101	0.087	0.09	0.279	0.284	0.272	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.333	0.312	0.426	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.592	0.581	0.562	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
7:54:16	37	0.087	0.101	0.087	0.089	0.278	0.287	0.276	0.086	0.086	0.088	0.086	0.087	0.088	0.088	0.086	0.086	0.337	0.314	0.433	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.59	0.582	0.567	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.088
7:59:16	37	0.087	0.101	0.087	0.089	0.282	0.289	0.276	0.086	0.087	0.088	0.086	0.088	0.088	0.087	0.086	0.086	0.34	0.317	0.438	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.602	0.581	0.574	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:04:16	37	0.087	0.101	0.087	0.089	0.283	0.291	0.279	0.086	0.087	0.088	0.087	0.088	0.089	0.087	0.086	0.086	0.343	0.319	0.443	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.604	0.593	0.564	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:09:16	37	0.087	0.101	0.087	0.09	0.287	0.292	0.281	0.086	0.087	0.088	0.086	0.088	0.089	0.088	0.086	0.086	0.35	0.321	0.449	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.607	0.593	0.567	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:14:16	37	0.087	0.101	0.087	0.09	0.291	0.295	0.283	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.355	0.323	0.454	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.614	0.581	0.576	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:19:16	37	0.087	0.101	0.087	0.09	0.293	0.298	0.284	0.086	0.087	0.089	0.086	0.088	0.088	0.088	0.086	0.086	0.357	0.326	0.457	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.613	0.589	0.574	0.088	0.086	0.088	0.087	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:24:16	37	0.087	0.101	0.087	0.09	0.295	0.299	0.287	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.36	0.328	0.461	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.617	0.584	0.573	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:29:16	37	0.087	0.101	0.087	0.09	0.299	0.3	0.288	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.365	0.331	0.469	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.622	0.589	0.575	0.088	0.087	0.088	0.087	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:34:16	37	0.087	0.101	0.087	0.09	0.302	0.302	0.291	0.086	0.086	0.089	0.086	0.088	0.088	0.088	0.086	0.086	0.368	0.334	0.475	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.624	0.59	0.58	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:39:16	37	0.087	0.101	0.087	0.089	0.306	0.304	0.294	0.086	0.086	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.368	0.338	0.478	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.635	0.586	0.581	0.088	0.087	0.088	0.087	0.086	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:44:16	37	0.087	0.101	0.087	0.09	0.31	0.304	0.296	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.371	0.341	0.482	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.632	0.589	0.583	0.088	0.087	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.089	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:49:16	37	0.087	0.101	0.087	0.09	0.313	0.307	0.297	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.373	0.343	0.487	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.626	0.602	0.586	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.088	0.087	0.096	0.09	0.09	0.087	0.089
8:54:16	37	0.087	0.101	0.087	0.09	0.317	0.31	0.299	0.086	0.086	0.088	0.086	0.087	0.088	0.087	0.086	0.086	0.374	0.345	0.49	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.631	0.61	0.595	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.086	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
8:59:16	37	0.087	0.101	0.087	0.089	0.319	0.314	0.3	0.086	0.087	0.089	0.086	0.088	0.088	0.088	0.086	0.086	0.381	0.347	0.5	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.639	0.612	0.6	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
